province,phase,period_start,well_milled_price,regular_milled_price
Misamis Oriental,1st,2025-02-01,62.32,60.42
Mountain Province,1st,2025-02-01,60.0,55.0
NCR,1st,2025-02-01,52.08,44.25
Negros Occidental,1st,2025-02-01,63.5,48.0
Negros Oriental,1st,2025-02-01,55.92,50.34
North Cotabato,1st,2025-02-01,50.5,47.92
Northern Samar,1st,2025-02-01,49.25,42.94
Nueva Ecija,1st,2025-02-01,48.75,42.75
Nueva Vizcaya,1st,2025-02-01,45.0,44.0
Occidental Mindoro,1st,2025-02-01,50.17,44.67
Oriental Mindoro,1st,2025-02-01,49.38,38.84
Palawan,1st,2025-02-01,47.11,42.18
Pampanga,1st,2025-02-01,50.6,44.9
Pangasinan,1st,2025-02-01,51.3,46.98
Quezon,1st,2025-02-01,52.5,45.0
Quirino,1st,2025-02-01,44.17,39.5
Rizal,1st,2025-02-01,54.42,48.67
Romblon,1st,2025-02-01,54.67,57.09
Sarangani,1st,2025-02-01,51.0,45.92
Siquijor,1st,2025-02-01,56.1,50.8
Sorsogon,1st,2025-02-01,53.7,49.27
South Cotabato,1st,2025-02-01,48.7,42.09
Southern Leyte,1st,2025-02-01,58.5,56.58
Sultan Kudarat,1st,2025-02-01,46.75,41.5
Sulu,1st,2025-02-01,,
Surigao Del Norte,1st,2025-02-01,48.81,43.38
Surigao Del Sur,1st,2025-02-01,54.25,51.5
Tarlac,1st,2025-02-01,60.5,46.0
Tawi-Tawi,1st,2025-02-01,60.0,46.42
Western Samar,1st,2025-02-01,53.5,49.13
Zambales,1st,2025-02-01,69.0,62.17
Zamboanga Del Norte,1st,2025-02-01,55.34,52.5
Zamboanga Del Sur,1st,2025-02-01,49.4,44.9
Zamboanga Sibugay,1st,2025-02-01,51.33,46.5
Abra,2nd,2025-02-16,56.0,49.0
Agusan Del Norte,2nd,2025-02-16,50.5,45.25
Agusan Del Sur,2nd,2025-02-16,54.75,50.0
Aklan,2nd,2025-02-16,59.0,42.34
Albay,2nd,2025-02-16,52.94,50.88
Antique,2nd,2025-02-16,52.17,42.5
Apayao,2nd,2025-02-16,42.38,37.58
Aurora,2nd,2025-02-16,46.63,46.5
Basilan,2nd,2025-02-16,50.5,52.0
Bataan,2nd,2025-02-16,65.14,44.0
Batanes,2nd,2025-02-16,67.6,
Batangas,2nd,2025-02-16,62.0,60.5
Benguet,2nd,2025-02-16,50.17,42.0
Biliran,2nd,2025-02-16,52.84,49.5
Bohol,2nd,2025-02-16,55.1,50.7
Bukidnon,2nd,2025-02-16,50.6,46.25
Bulacan,2nd,2025-02-16,55.43,48.17
Cagayan,2nd,2025-02-16,44.75,40.25
Camarines Norte,2nd,2025-02-16,50.75,43.5
Camarines Sur,2nd,2025-02-16,52.3,48.78
Camiguin,2nd,2025-02-16,55.5,52.5
Capiz,2nd,2025-02-16,53.0,50.5
Catanduanes,2nd,2025-02-16,52.43,50.1
Cavite,2nd,2025-02-16,49.16,46.48
Cebu,2nd,2025-02-16,54.8,47.71
City Of Isabela,2nd,2025-02-16,61.5,53.33
Davao De Oro,2nd,2025-02-16,,46.87
Davao Del Norte,2nd,2025-02-16,54.45,47.23
Davao Del Sur,2nd,2025-02-16,52.92,49.34
Davao Occidental,2nd,2025-02-16,53.33,43.29
Davao Oriental,2nd,2025-02-16,57.25,47.18
Dinagat Islands,2nd,2025-02-16,53.0,45.92
Eastern Samar,2nd,2025-02-16,62.5,44.0
Guimaras,2nd,2025-02-16,54.0,47.5
Ifugao,2nd,2025-02-16,54.2,48.0
Ilocos Norte,2nd,2025-02-16,46.5,44.5
Ilocos Sur,2nd,2025-02-16,46.5,43.5
Iloilo,2nd,2025-02-16,61.25,44.0
Isabela,2nd,2025-02-16,47.33,44.84
Kalinga,2nd,2025-02-16,54.5,50.0
La Union,2nd,2025-02-16,55.0,48.0
Laguna,2nd,2025-02-16,53.75,48.0
Lanao Del Sur,2nd,2025-02-16,58.84,56.5
Lanao del Norte,2nd,2025-02-16,52.0,46.5
Leyte,2nd,2025-02-16,65.44,47.84
Maguindanao,2nd,2025-02-16,45.0,44.0
Marinduque,2nd,2025-02-16,55.84,45.14
Masbate,2nd,2025-02-16,55.75,50.84
Misamis Occidental,2nd,2025-02-16,48.75,42.38
Misamis Oriental,2nd,2025-02-16,72.27,55.8
Mountain Province,2nd,2025-02-16,60.0,55.0
NCR,2nd,2025-02-16,51.83,43.71
Negros Occidental,2nd,2025-02-16,63.5,47.0
Negros Oriental,2nd,2025-02-16,56.84,49.33
North Cotabato,2nd,2025-02-16,50.92,47.32
Northern Samar,2nd,2025-02-16,47.34,41.97
Nueva Ecija,2nd,2025-02-16,49.25,42.0
Nueva Vizcaya,2nd,2025-02-16,45.0,44.0
Occidental Mindoro,2nd,2025-02-16,49.5,45.33
Oriental Mindoro,2nd,2025-02-16,49.42,37.67
Palawan,2nd,2025-02-16,49.41,36.5
Pampanga,2nd,2025-02-16,50.6,44.9
Pangasinan,2nd,2025-02-16,51.3,46.98
Quezon,2nd,2025-02-16,51.5,44.75
Quirino,2nd,2025-02-16,45.0,40.0
Rizal,2nd,2025-02-16,54.5,48.67
Romblon,2nd,2025-02-16,54.67,57.09
Sarangani,2nd,2025-02-16,50.29,45.25
Siquijor,2nd,2025-02-16,55.8,49.45
Sorsogon,2nd,2025-02-16,53.85,47.57
South Cotabato,2nd,2025-02-16,48.0,40.06
Southern Leyte,2nd,2025-02-16,58.63,56.8
Sultan Kudarat,2nd,2025-02-16,46.25,40.59
Sulu,2nd,2025-02-16,,
Surigao Del Norte,2nd,2025-02-16,47.35,41.37
Surigao Del Sur,2nd,2025-02-16,53.6,49.15
Tarlac,2nd,2025-02-16,60.17,47.67
Tawi-Tawi,2nd,2025-02-16,60.0,46.42
Western Samar,2nd,2025-02-16,53.19,48.04
Zambales,2nd,2025-02-16,69.0,62.17
Zamboanga Del Norte,2nd,2025-02-16,55.34,52.5
Zamboanga Del Sur,2nd,2025-02-16,46.7,42.3
Zamboanga Sibugay,2nd,2025-02-16,51.33,46.5
Abra,1st,2025-03-01,56.0,49.0
Agusan Del Norte,1st,2025-03-01,45.0,41.04
Agusan Del Sur,1st,2025-03-01,52.75,46.88
Aklan,1st,2025-03-01,58.0,41.59
Albay,1st,2025-03-01,51.63,49.38
Antique,1st,2025-03-01,52.5,44.5
Apayao,1st,2025-03-01,43.4,39.4
Aurora,1st,2025-03-01,46.63,42.67
Basilan,1st,2025-03-01,51.0,50.0
Bataan,1st,2025-03-01,63.0,44.0
Batanes,1st,2025-03-01,67.33,
Batangas,1st,2025-03-01,61.0,56.25
Benguet,1st,2025-03-01,50.17,42.0
Biliran,1st,2025-03-01,52.17,47.0
Bohol,1st,2025-03-01,54.9,50.6
Bukidnon,1st,2025-03-01,50.0,45.79
Bulacan,1st,2025-03-01,54.77,48.5
Cagayan,1st,2025-03-01,43.89,41.25
Camarines Norte,1st,2025-03-01,52.25,45.0
Camarines Sur,1st,2025-03-01,51.25,48.76
Camiguin,1st,2025-03-01,55.59,52.5
Capiz,1st,2025-03-01,49.5,47.34
Catanduanes,1st,2025-03-01,49.77,46.5
Cavite,1st,2025-03-01,46.35,45.19
Cebu,1st,2025-03-01,54.7,47.38
City Of Isabela,1st,2025-03-01,61.63,53.4
Davao De Oro,1st,2025-03-01,,45.4
Davao Del Norte,1st,2025-03-01,54.72,47.23
Davao Del Sur,1st,2025-03-01,55.32,43.28
Davao Occidental,1st,2025-03-01,49.34,43.25
Davao Oriental,1st,2025-03-01,55.75,45.37
Dinagat Islands,1st,2025-03-01,47.17,43.42
Eastern Samar,1st,2025-03-01,62.25,44.0
Guimaras,1st,2025-03-01,53.0,50.25
Ifugao,1st,2025-03-01,55.05,48.0
Ilocos Norte,1st,2025-03-01,44.09,42.0
Ilocos Sur,1st,2025-03-01,48.0,44.0
Iloilo,1st,2025-03-01,61.25,44.0
Isabela,1st,2025-03-01,44.33,44.09
Kalinga,1st,2025-03-01,53.5,49.0
La Union,1st,2025-03-01,46.0,40.15
Laguna,1st,2025-03-01,53.75,48.0
Lanao Del Sur,1st,2025-03-01,57.5,55.75
Lanao del Norte,1st,2025-03-01,51.34,46.17
Leyte,1st,2025-03-01,64.07,47.6
Maguindanao,1st,2025-03-01,46.0,44.5
Marinduque,1st,2025-03-01,54.79,46.0
Masbate,1st,2025-03-01,52.0,46.6
Misamis Occidental,1st,2025-03-01,47.63,41.54
Misamis Oriental,1st,2025-03-01,70.87,54.82
Mountain Province,1st,2025-03-01,62.5,52.5
NCR,1st,2025-03-01,51.11,42.86
Negros Occidental,1st,2025-03-01,63.5,56.5
Negros Oriental,1st,2025-03-01,55.84,48.34
North Cotabato,1st,2025-03-01,50.34,46.94
Northern Samar,1st,2025-03-01,46.57,40.99
Nueva Ecija,1st,2025-03-01,48.63,41.0
Nueva Vizcaya,1st,2025-03-01,44.0,43.0
Occidental Mindoro,1st,2025-03-01,48.17,42.5
Oriental Mindoro,1st,2025-03-01,48.5,37.63
Palawan,1st,2025-03-01,61.45,45.89
Pampanga,1st,2025-03-01,50.1,42.9
Pangasinan,1st,2025-03-01,51.0,46.7
Quezon,1st,2025-03-01,51.0,44.75
Quirino,1st,2025-03-01,44.25,36.75
Rizal,1st,2025-03-01,54.5,47.67
Romblon,1st,2025-03-01,54.5,56.71
Sarangani,1st,2025-03-01,48.21,43.75
Siquijor,1st,2025-03-01,55.4,49.25
Sorsogon,1st,2025-03-01,51.65,44.45
South Cotabato,1st,2025-03-01,46.75,39.1
Southern Leyte,1st,2025-03-01,57.07,54.97
Sultan Kudarat,1st,2025-03-01,45.25,40.42
Sulu,1st,2025-03-01,,
Surigao Del Norte,1st,2025-03-01,46.88,40.92
Surigao Del Sur,1st,2025-03-01,52.25,47.87
Tarlac,1st,2025-03-01,59.67,42.33
Tawi-Tawi,1st,2025-03-01,60.0,46.33
Western Samar,1st,2025-03-01,51.3,47.63
Zambales,1st,2025-03-01,68.75,61.17
Zamboanga Del Norte,1st,2025-03-01,55.29,52.5
Zamboanga Del Sur,1st,2025-03-01,44.7,40.64
Zamboanga Sibugay,1st,2025-03-01,50.5,43.5
Abra,2nd,2025-03-16,56.0,49.0
Agusan Del Norte,2nd,2025-03-16,42.0,41.04
Agusan Del Sur,2nd,2025-03-16,52.75,46.88
Aklan,2nd,2025-03-16,58.0,41.59
Albay,2nd,2025-03-16,51.63,49.38
Antique,2nd,2025-03-16,53.75,41.5
Apayao,2nd,2025-03-16,41.0,38.6
Aurora,2nd,2025-03-16,44.88,46.5
Basilan,2nd,2025-03-16,51.5,50.0
Bataan,2nd,2025-03-16,65.14,44.0
Batanes,2nd,2025-03-16,67.33,
Batangas,2nd,2025-03-16,60.84,47.67
Benguet,2nd,2025-03-16,50.17,42.0
Biliran,2nd,2025-03-16,52.17,47.0
Bohol,2nd,2025-03-16,54.5,50.7
Bukidnon,2nd,2025-03-16,50.5,46.25
Bulacan,2nd,2025-03-16,53.77,49.25
Cagayan,2nd,2025-03-16,43.21,43.25
Camarines Norte,2nd,2025-03-16,50.5,43.5
Camarines Sur,2nd,2025-03-16,51.5,48.6
Camiguin,2nd,2025-03-16,56.0,52.25
Capiz,2nd,2025-03-16,49.5,47.34
Catanduanes,2nd,2025-03-16,49.6,45.25
Cavite,2nd,2025-03-16,45.39,44.43
Cebu,2nd,2025-03-16,54.2,46.25
City Of Isabela,2nd,2025-03-16,61.63,53.4
Davao De Oro,2nd,2025-03-16,,44.7
Davao Del Norte,2nd,2025-03-16,54.72,46.73
Davao Del Sur,2nd,2025-03-16,54.47,43.32
Davao Occidental,2nd,2025-03-16,48.34,42.67
Davao Oriental,2nd,2025-03-16,55.63,44.77
Dinagat Islands,2nd,2025-03-16,46.78,45.0
Eastern Samar,2nd,2025-03-16,62.25,44.0
Guimaras,2nd,2025-03-16,49.0,45.0
Ifugao,2nd,2025-03-16,55.35,48.0
Ilocos Norte,2nd,2025-03-16,43.96,42.0
Ilocos Sur,2nd,2025-03-16,45.0,42.5
Iloilo,2nd,2025-03-16,58.75,42.0
Isabela,2nd,2025-03-16,40.58,44.09
Kalinga,2nd,2025-03-16,53.5,49.0
La Union,2nd,2025-03-16,45.5,39.71
Laguna,2nd,2025-03-16,53.75,48.0
Lanao Del Sur,2nd,2025-03-16,57.5,55.75
Lanao del Norte,2nd,2025-03-16,51.34,46.17
Leyte,2nd,2025-03-16,64.37,47.6
Maguindanao,2nd,2025-03-16,45.0,44.0
Marinduque,2nd,2025-03-16,53.54,42.33
Masbate,2nd,2025-03-16,50.4,45.13
Misamis Occidental,2nd,2025-03-16,46.42,41.54
Misamis Oriental,2nd,2025-03-16,66.24,54.41
Mountain Province,2nd,2025-03-16,62.5,52.5
NCR,2nd,2025-03-16,50.43,42.57
Negros Occidental,2nd,2025-03-16,64.0,56.0
Negros Oriental,2nd,2025-03-16,50.17,43.2
North Cotabato,2nd,2025-03-16,49.25,46.24
Northern Samar,2nd,2025-03-16,45.42,40.57
Nueva Ecija,2nd,2025-03-16,48.13,40.25
Nueva Vizcaya,2nd,2025-03-16,42.5,43.0
Occidental Mindoro,2nd,2025-03-16,47.5,43.17
Oriental Mindoro,2nd,2025-03-16,47.25,40.9
Palawan,2nd,2025-03-16,63.89,47.6
Pampanga,2nd,2025-03-16,50.1,42.9
Pangasinan,2nd,2025-03-16,51.0,46.7
Quezon,2nd,2025-03-16,49.0,44.75
Quirino,2nd,2025-03-16,45.25,42.75
Rizal,2nd,2025-03-16,54.38,46.88
Romblon,2nd,2025-03-16,54.34,56.04
Sarangani,2nd,2025-03-16,48.25,44.0
Siquijor,2nd,2025-03-16,54.35,48.2
Sorsogon,2nd,2025-03-16,50.65,43.62
South Cotabato,2nd,2025-03-16,45.75,39.1
Southern Leyte,2nd,2025-03-16,57.17,55.07
Sultan Kudarat,2nd,2025-03-16,46.0,40.25
Sulu,2nd,2025-03-16,,
Surigao Del Norte,2nd,2025-03-16,47.71,41.03
Surigao Del Sur,2nd,2025-03-16,51.74,48.17
Tarlac,2nd,2025-03-16,60.25,42.5
Tawi-Tawi,2nd,2025-03-16,60.0,46.54
Western Samar,2nd,2025-03-16,47.1,45.8
Zambales,2nd,2025-03-16,68.75,61.17
Zamboanga Del Norte,2nd,2025-03-16,55.29,52.5
Zamboanga Del Sur,2nd,2025-03-16,44.5,40.43
Zamboanga Sibugay,2nd,2025-03-16,49.5,43.0
Abra,1st,2025-04-01,56.0,49.0
Agusan Del Norte,1st,2025-04-01,43.5,40.0
Agusan Del Sur,1st,2025-04-01,51.5,46.88
Aklan,1st,2025-04-01,58.0,41.34
Albay,1st,2025-04-01,51.38,49.07
Antique,1st,2025-04-01,52.5,40.0
Apayao,1st,2025-04-01,42.06,37.5
Aurora,1st,2025-04-01,43.13,44.0
Basilan,1st,2025-04-01,49.0,48.0
Bataan,1st,2025-04-01,59.37,42.0
Batanes,1st,2025-04-01,64.17,
Batangas,1st,2025-04-01,60.75,48.17
Benguet,1st,2025-04-01,50.17,42.0
Biliran,1st,2025-04-01,52.0,46.25
Bohol,1st,2025-04-01,54.4,49.7
Bukidnon,1st,2025-04-01,47.63,43.54
Bulacan,1st,2025-04-01,52.91,49.0
Cagayan,1st,2025-04-01,42.35,42.75
Camarines Norte,1st,2025-04-01,50.25,43.0
Camarines Sur,1st,2025-04-01,50.43,47.38
Camiguin,1st,2025-04-01,55.75,48.25
Capiz,1st,2025-04-01,48.75,47.0
Catanduanes,1st,2025-04-01,49.6,45.25
Cavite,1st,2025-04-01,44.49,43.21
Cebu,1st,2025-04-01,52.45,45.0
City Of Isabela,1st,2025-04-01,61.46,53.33
Davao De Oro,1st,2025-04-01,,41.17
Davao Del Norte,1st,2025-04-01,53.72,45.98
Davao Del Sur,1st,2025-04-01,53.5,43.0
Davao Occidental,1st,2025-04-01,48.84,41.96
Davao Oriental,1st,2025-04-01,52.63,41.25
Dinagat Islands,1st,2025-04-01,45.71,43.84
Eastern Samar,1st,2025-04-01,61.25,42.0
Guimaras,1st,2025-04-01,48.5,44.5
Ifugao,1st,2025-04-01,53.5,48.0
Ilocos Norte,1st,2025-04-01,43.96,42.0
Ilocos Sur,1st,2025-04-01,47.5,43.5
Iloilo,1st,2025-04-01,59.5,42.0
Isabela,1st,2025-04-01,40.33,42.18
Kalinga,1st,2025-04-01,53.0,48.5
La Union,1st,2025-04-01,47.0,40.57
Laguna,1st,2025-04-01,53.75,48.0
Lanao Del Sur,1st,2025-04-01,57.5,55.75
Lanao del Norte,1st,2025-04-01,49.34,45.5
Leyte,1st,2025-04-01,63.69,47.25
Maguindanao,1st,2025-04-01,40.75,38.59
Marinduque,1st,2025-04-01,53.29,42.25
Masbate,1st,2025-04-01,50.0,46.5
Misamis Occidental,1st,2025-04-01,45.34,41.0
Misamis Oriental,1st,2025-04-01,65.97,53.99
Mountain Province,1st,2025-04-01,62.5,52.5
NCR,1st,2025-04-01,49.91,42.36
Negros Occidental,1st,2025-04-01,54.86,54.5
Negros Oriental,1st,2025-04-01,55.59,47.17
North Cotabato,1st,2025-04-01,47.84,45.0
Northern Samar,1st,2025-04-01,44.75,39.5
Nueva Ecija,1st,2025-04-01,46.13,39.0
Nueva Vizcaya,1st,2025-04-01,41.0,39.0
Occidental Mindoro,1st,2025-04-01,47.5,41.84
Oriental Mindoro,1st,2025-04-01,46.75,40.4
Palawan,1st,2025-04-01,64.19,47.1
Pampanga,1st,2025-04-01,46.8,40.8
Pangasinan,1st,2025-04-01,50.0,45.78
Quezon,1st,2025-04-01,48.0,44.0
Quirino,1st,2025-04-01,43.38,39.0
Rizal,1st,2025-04-01,54.5,45.0
Romblon,1st,2025-04-01,52.84,54.92
Sarangani,1st,2025-04-01,45.34,42.84
Siquijor,1st,2025-04-01,50.9,47.15
Sorsogon,1st,2025-04-01,50.65,43.62
South Cotabato,1st,2025-04-01,44.3,36.6
Southern Leyte,1st,2025-04-01,55.22,51.87
Sultan Kudarat,1st,2025-04-01,44.35,39.25
Sulu,1st,2025-04-01,,
Surigao Del Norte,1st,2025-04-01,47.1,39.38
Surigao Del Sur,1st,2025-04-01,48.55,43.7
Tarlac,1st,2025-04-01,59.67,42.33
Tawi-Tawi,1st,2025-04-01,60.0,44.5
Western Samar,1st,2025-04-01,49.17,43.33
Zambales,1st,2025-04-01,68.75,61.17
Zamboanga Del Norte,1st,2025-04-01,52.75,47.71
Zamboanga Del Sur,1st,2025-04-01,42.5,38.9
Zamboanga Sibugay,1st,2025-04-01,48.0,41.17
Abra,2nd,2025-04-16,56.0,49.0
Agusan Del Norte,2nd,2025-04-16,43.5,40.0
Agusan Del Sur,2nd,2025-04-16,51.5,46.3
Aklan,2nd,2025-04-16,58.0,41.34
Albay,2nd,2025-04-16,51.25,49.07
Antique,2nd,2025-04-16,52.5,40.0
Apayao,2nd,2025-04-16,41.7,36.1
Aurora,2nd,2025-04-16,42.75,41.5
Basilan,2nd,2025-04-16,50.0,46.25
Bataan,2nd,2025-04-16,62.3,43.0
Batanes,2nd,2025-04-16,60.67,
Batangas,2nd,2025-04-16,60.75,47.67
Benguet,2nd,2025-04-16,48.67,42.0
Biliran,2nd,2025-04-16,52.0,46.25
Bohol,2nd,2025-04-16,53.75,48.0
Bukidnon,2nd,2025-04-16,47.59,43.33
Bulacan,2nd,2025-04-16,53.97,49.5
Cagayan,2nd,2025-04-16,42.05,42.75
Camarines Norte,2nd,2025-04-16,50.25,43.0
Camarines Sur,2nd,2025-04-16,51.96,48.76
Camiguin,2nd,2025-04-16,55.75,48.28
Capiz,2nd,2025-04-16,48.75,47.0
Catanduanes,2nd,2025-04-16,49.77,46.0
Cavite,2nd,2025-04-16,43.24,40.51
Cebu,2nd,2025-04-16,52.0,45.0
City Of Isabela,2nd,2025-04-16,61.15,53.21
Davao De Oro,2nd,2025-04-16,,41.0
Davao Del Norte,2nd,2025-04-16,52.72,44.98
Davao Del Sur,2nd,2025-04-16,53.4,41.1
Davao Occidental,2nd,2025-04-16,46.63,39.33
Davao Oriental,2nd,2025-04-16,64.38,40.5
Dinagat Islands,2nd,2025-04-16,45.67,42.84
Eastern Samar,2nd,2025-04-16,59.75,42.0
Guimaras,2nd,2025-04-16,47.0,43.5
Ifugao,2nd,2025-04-16,49.4,50.0
Ilocos Norte,2nd,2025-04-16,43.84,42.0
Ilocos Sur,2nd,2025-04-16,49.0,42.0
Iloilo,2nd,2025-04-16,59.3,39.75
Isabela,2nd,2025-04-16,38.4,40.75
Kalinga,2nd,2025-04-16,53.0,48.5
La Union,2nd,2025-04-16,47.0,41.49
Laguna,2nd,2025-04-16,53.75,48.0
Lanao Del Sur,2nd,2025-04-16,57.5,55.75
Lanao del Norte,2nd,2025-04-16,49.34,45.5
Leyte,2nd,2025-04-16,61.69,45.25
Maguindanao,2nd,2025-04-16,38.25,35.92
Marinduque,2nd,2025-04-16,53.37,40.29
Masbate,2nd,2025-04-16,46.75,44.13
Misamis Occidental,2nd,2025-04-16,45.34,41.0
Misamis Oriental,2nd,2025-04-16,66.46,53.63
Mountain Province,2nd,2025-04-16,62.5,52.5
NCR,2nd,2025-04-16,49.3,41.59
Negros Occidental,2nd,2025-04-16,54.86,54.5
Negros Oriental,2nd,2025-04-16,55.59,47.17
North Cotabato,2nd,2025-04-16,47.4,44.25
Northern Samar,2nd,2025-04-16,44.25,38.34
Nueva Ecija,2nd,2025-04-16,46.13,39.0
Nueva Vizcaya,2nd,2025-04-16,39.5,37.5
Occidental Mindoro,2nd,2025-04-16,47.5,42.67
Oriental Mindoro,2nd,2025-04-16,46.63,40.5
Palawan,2nd,2025-04-16,64.26,47.13
Pampanga,2nd,2025-04-16,46.8,40.8
Pangasinan,2nd,2025-04-16,50.0,45.76
Quezon,2nd,2025-04-16,47.5,43.0
Quirino,2nd,2025-04-16,40.84,35.5
Rizal,2nd,2025-04-16,54.5,45.0
Romblon,2nd,2025-04-16,52.84,54.92
Sarangani,2nd,2025-04-16,44.46,42.84
Siquijor,2nd,2025-04-16,50.44,47.55
Sorsogon,2nd,2025-04-16,50.37,43.45
South Cotabato,2nd,2025-04-16,44.3,36.6
Southern Leyte,2nd,2025-04-16,55.06,51.87
Sultan Kudarat,2nd,2025-04-16,44.45,39.75
Sulu,2nd,2025-04-16,,
Surigao Del Norte,2nd,2025-04-16,41.9,36.5
Surigao Del Sur,2nd,2025-04-16,46.84,41.08
Tarlac,2nd,2025-04-16,59.67,42.33
Tawi-Tawi,2nd,2025-04-16,60.0,44.5
Western Samar,2nd,2025-04-16,48.25,43.8
Zambales,2nd,2025-04-16,68.75,61.17
Zamboanga Del Norte,2nd,2025-04-16,52.75,47.71
Zamboanga Del Sur,2nd,2025-04-16,41.9,38.9
Zamboanga Sibugay,2nd,2025-04-16,47.5,39.2
Abra,1st,2025-05-01,56.0,49.0
Agusan Del Norte,1st,2025-05-01,40.0,39.6
Agusan Del Sur,1st,2025-05-01,51.49,46.64
Aklan,1st,2025-05-01,55.0,38.0
Albay,1st,2025-05-01,50.1,45.88
Antique,1st,2025-05-01,51.75,41.0
Apayao,1st,2025-05-01,40.75,35.1
Aurora,1st,2025-05-01,40.5,41.0
Basilan,1st,2025-05-01,46.0,40.77
Bataan,1st,2025-05-01,58.86,39.2
Batanes,1st,2025-05-01,62.34,
Batangas,1st,2025-05-01,60.75,53.67
Benguet,1st,2025-05-01,48.67,42.0
Biliran,1st,2025-05-01,48.5,43.75
Bohol,1st,2025-05-01,53.5,49.4
Bukidnon,1st,2025-05-01,46.17,39.03
Bulacan,1st,2025-05-01,52.66,49.5
Cagayan,1st,2025-05-01,40.94,38.0
Camarines Norte,1st,2025-05-01,53.11,41.5
Camarines Sur,1st,2025-05-01,50.6,47.36
Camiguin,1st,2025-05-01,54.75,48.0
Capiz,1st,2025-05-01,48.75,47.0
Catanduanes,1st,2025-05-01,47.67,46.5
Cavite,1st,2025-05-01,43.24,40.34
Cebu,1st,2025-05-01,50.6,44.67
City Of Isabela,1st,2025-05-01,61.03,53.13
Davao De Oro,1st,2025-05-01,,41.2
Davao Del Norte,1st,2025-05-01,52.72,44.98
Davao Del Sur,1st,2025-05-01,53.22,43.5
Davao Occidental,1st,2025-05-01,46.04,38.67
Davao Oriental,1st,2025-05-01,66.88,40.79
Dinagat Islands,1st,2025-05-01,45.45,41.92
Eastern Samar,1st,2025-05-01,57.5,36.5
Guimaras,1st,2025-05-01,48.0,45.0
Ifugao,1st,2025-05-01,54.3,52.0
Ilocos Norte,1st,2025-05-01,39.17,36.0
Ilocos Sur,1st,2025-05-01,49.63,42.75
Iloilo,1st,2025-05-01,57.94,40.0
Isabela,1st,2025-05-01,40.33,35.86
Kalinga,1st,2025-05-01,51.5,46.5
La Union,1st,2025-05-01,48.0,42.38
Laguna,1st,2025-05-01,53.96,47.44
Lanao Del Sur,1st,2025-05-01,54.96,50.34
Lanao del Norte,1st,2025-05-01,48.33,44.83
Leyte,1st,2025-05-01,61.99,44.4
Maguindanao,1st,2025-05-01,38.25,35.92
Marinduque,1st,2025-05-01,52.54,41.33
Masbate,1st,2025-05-01,53.0,46.75
Misamis Occidental,1st,2025-05-01,44.58,40.67
Misamis Oriental,1st,2025-05-01,64.78,54.54
Mountain Province,1st,2025-05-01,60.0,50.0
NCR,1st,2025-05-01,49.0,41.4
Negros Occidental,1st,2025-05-01,54.86,55.5
Negros Oriental,1st,2025-05-01,54.84,46.5
North Cotabato,1st,2025-05-01,48.75,44.4
Northern Samar,1st,2025-05-01,42.15,36.04
Nueva Ecija,1st,2025-05-01,45.38,38.5
Nueva Vizcaya,1st,2025-05-01,35.75,34.0
Occidental Mindoro,1st,2025-05-01,48.83,42.5
Oriental Mindoro,1st,2025-05-01,44.88,40.0
Palawan,1st,2025-05-01,64.27,47.14
Pampanga,1st,2025-05-01,44.3,39.8
Pangasinan,1st,2025-05-01,46.0,42.6
Quezon,1st,2025-05-01,47.0,43.0
Quirino,1st,2025-05-01,41.5,36.84
Rizal,1st,2025-05-01,52.47,42.53
Romblon,1st,2025-05-01,49.92,53.38
Sarangani,1st,2025-05-01,44.25,42.0
Siquijor,1st,2025-05-01,50.7,45.8
Sorsogon,1st,2025-05-01,47.38,41.8
South Cotabato,1st,2025-05-01,43.8,36.6
Southern Leyte,1st,2025-05-01,50.57,48.73
Sultan Kudarat,1st,2025-05-01,44.35,41.5
Sulu,1st,2025-05-01,,
Surigao Del Norte,1st,2025-05-01,43.31,37.84
Surigao Del Sur,1st,2025-05-01,45.57,39.75
Tarlac,1st,2025-05-01,59.5,42.33
Tawi-Tawi,1st,2025-05-01,60.0,44.5
Western Samar,1st,2025-05-01,43.65,40.38
Zambales,1st,2025-05-01,68.13,59.88
Zamboanga Del Norte,1st,2025-05-01,52.22,48.71
Zamboanga Del Sur,1st,2025-05-01,42.2,39.28
Zamboanga Sibugay,1st,2025-05-01,47.5,39.5
Abra,2nd,2025-05-16,56.0,49.0
Agusan Del Norte,2nd,2025-05-16,40.5,39.6
Agusan Del Sur,2nd,2025-05-16,51.49,46.3
Aklan,2nd,2025-05-16,55.0,38.0
Albay,2nd,2025-05-16,49.78,45.5
Antique,2nd,2025-05-16,51.5,41.0
Apayao,2nd,2025-05-16,37.96,35.08
Aurora,2nd,2025-05-16,40.5,41.67
Basilan,2nd,2025-05-16,48.17,41.75
Bataan,2nd,2025-05-16,61.74,39.2
Batanes,2nd,2025-05-16,60.34,
Batangas,2nd,2025-05-16,61.0,47.67
Benguet,2nd,2025-05-16,48.67,42.0
Biliran,2nd,2025-05-16,48.5,43.75
Bohol,2nd,2025-05-16,53.2,49.2
Bukidnon,2nd,2025-05-16,44.17,39.67
Bulacan,2nd,2025-05-16,52.41,49.5
Cagayan,2nd,2025-05-16,40.94,38.0
Camarines Norte,2nd,2025-05-16,52.11,39.0
Camarines Sur,2nd,2025-05-16,47.85,43.28
